10.000000,5.000000,1.000000
10.004557,4.824728,0.991957
9.792907,4.772301,0.991071
9.853027,4.749453,0.997707
9.917903,4.723034,1.014923
9.857937,4.709973,1.012949
10.212856,4.801841,1.013588
10.082580,4.943065,1.014516
9.872909,4.690638,0.996861
9.835460,4.750154,1.009934
9.667840,4.895680,1.007606
9.613350,4.965306,1.024586
9.809572,4.863527,1.019267
9.954470,5.018082,1.035614
9.846791,4.894011,1.017940
9.958524,4.909746,1.010472
9.904923,4.652345,0.985628
9.796217,4.613396,0.988102
9.980824,4.489902,0.996619
9.806197,4.435458,0.996595
9.897077,4.423424,1.002795
9.622252,4.243596,0.981784
9.679779,4.317724,0.984630
9.501503,4.275320,0.996670
9.401192,4.218429,0.978935
9.368926,4.265323,0.965247
9.262516,4.198831,0.963892
9.259312,4.283315,0.965890
9.148610,4.264823,0.968610
9.070569,4.445373,0.974003
8.919409,4.417115,0.992634
9.021573,4.254684,0.978026
9.017251,4.210248,0.975445
9.168122,4.347863,0.974928
9.114385,4.325039,0.950389
9.096506,4.352406,0.952038
9.130314,4.478692,0.962294
9.049122,4.444992,0.983687
8.731489,4.454496,0.979099
8.542402,4.534463,0.989137
8.469262,4.575238,0.998773
8.370480,4.594748,1.005698
8.357865,4.480176,0.995702
8.247241,4.468398,0.990781
8.454530,4.555240,0.999428
8.383289,4.548386,0.998252
8.531618,4.429231,0.998709
8.411576,4.376481,0.981555
8.170804,4.407750,0.971660
8.205344,4.369157,0.977458
8.118880,4.339443,0.962801
8.092487,4.279729,0.951877
8.119924,4.357461,0.964008
8.089545,4.474338,0.957046
8.125620,4.491804,0.964788
8.084989,4.502427,0.953237
8.139361,4.561897,0.949741
8.089886,4.372020,0.948981
8.252903,4.348687,0.949977
8.185392,4.200283,0.954541
8.189713,4.071353,0.947384
8.155363,4.030198,0.954273
8.095011,4.004088,0.961411
8.075597,4.008289,0.963822
7.958381,3.856509,0.923477
7.887772,3.884867,0.907321
7.939932,3.906301,0.924582
8.034842,4.051471,0.922201
7.981547,3.931739,0.911958
7.875306,3.941949,0.905419
7.806129,3.939802,0.899551
7.765774,3.918565,0.894229
7.908233,4.043250,0.908513
7.894518,3.990015,0.915785
7.919538,4.067515,0.925261
8.033377,3.954348,0.909618
8.025221,3.762580,0.906132
8.017159,3.760583,0.909315
8.076421,3.769093,0.922539
8.123314,3.842485,0.907165
8.297885,3.922265,0.924398
8.490075,4.069185,0.937717
8.568943,4.065720,0.923529
8.641070,3.988542,0.946851
8.698937,4.189275,0.958262
8.708377,4.093304,0.944762
8.619640,4.052425,0.933595
8.743161,4.039752,0.941686
8.801186,4.059986,0.942928
8.780724,4.032914,0.947104
8.706433,3.999576,0.939189
8.889778,4.098867,0.942182
8.953849,4.070435,0.934382
8.757985,4.038180,0.950723
8.790953,4.074578,0.946816
8.942300,4.060508,0.938110
9.048140,4.147743,0.961513
9.123571,4.094125,0.958089
9.001250,4.001460,0.953341
8.955159,4.083007,0.955615
8.937316,4.075374,0.972196
8.924463,4.185131,0.981631
9.011680,4.074167,0.965797
8.954675,3.976493,0.963785
8.749601,3.888778,0.967947
8.785575,3.873541,0.980113
8.937619,3.861328,0.983578
9.076004,3.958410,0.997941
9.082527,4.011691,1.009117
9.212795,3.976811,1.003533
9.233428,3.903843,0.990983
9.324267,4.000269,0.991177
9.123772,3.928297,0.965203
9.106229,3.931191,0.964783
9.069571,3.910857,0.963978
9.133401,4.043369,0.974450
9.187809,4.009326,0.965232
9.317331,4.014446,0.963049
9.320825,4.034635,0.958685
9.386422,4.066091,0.963707
9.611711,4.098804,0.960958
9.594919,4.079417,0.953309
9.725079,4.224715,0.971338
9.585769,4.198852,0.960352
9.529987,4.157491,0.952569
9.656972,4.204241,0.965228
9.741203,4.288824,0.969803
9.671604,4.195872,0.965361
9.781706,4.276974,0.958835
9.835436,4.213262,0.973578
9.773437,4.141499,0.970657
9.934415,4.140264,0.978611
9.985668,4.213591,0.976520
9.925934,4.212255,0.958081
9.864222,4.151315,0.954272
9.890795,4.341276,0.970125
9.870516,4.285033,0.972226
9.979235,4.300995,0.976876
9.964015,4.336064,0.974025
9.787725,4.292536,0.964133
9.534107,4.285193,0.962596
9.605128,4.302378,0.959928
9.362191,4.160638,0.934867
9.477109,4.128551,0.942398
9.429447,4.026141,0.938907
9.337113,4.086135,0.928938
9.209733,4.152460,0.933100
9.316469,4.132326,0.953950
9.387332,4.150656,0.950896
9.506473,4.145868,0.961776
9.397975,4.153157,0.958382
9.483812,4.135423,0.953764
9.350225,4.104488,0.961131
9.388176,4.112721,0.985938
9.422783,4.119957,0.986843
9.442187,4.183075,1.007075
9.380291,4.175608,1.004947
9.407945,4.128104,0.986623
9.492623,4.149214,0.990444
9.461867,4.157998,1.005942
9.397629,4.036294,1.019342
9.486853,4.026663,1.031645
9.459273,4.013710,1.023508
9.417977,4.089200,1.025102
9.598659,4.282421,1.031648
9.773142,4.138752,1.019957
9.674782,4.210133,0.992789
